RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
10595,Andrija Vukčević,,preston,LB,65,65,52,59,59,62,69
10602,Tyreece Campbell,,charlton-ath,LM,65,87,61,55,69,31,63
10605,Dion Rankine,,crewe-alexandra,RM,65,88,52,58,67,56,45
10612,Jack Bonham,,stoke-city,GK,65,66,62,65,65,43,64
10614,Bradley Dack,,gillingham,CAM,65,59,64,65,68,52,57
10620,Steven Sessegnon,,wigan-athletic,LB,65,76,46,58,63,61,61
10627,Daniel Kyerewaa,,reading,CAM,65,77,50,62,71,47,58
10635,Jack Payne,,colchester,CAM,65,70,62,65,69,51,47
10657,Denver Hume,,fleetwood-town,LB,65,79,37,59,63,57,68
10663,Lorent Tolaj,,plymouth-argyle,ST,65,74,64,56,62,33,74
10664,Malachi Boateng,,plymouth-argyle,CDM,65,59,51,60,63,64,66
10678,Wanya Marçal,,leicester-city,RM,65,87,58,60,64,41,52
10703,Luke Harris,,oxford-united,CAM,65,66,63,63,68,43,58
10706,Malik Mothersille,,stockport,LM,65,83,62,55,66,31,64
10709,Will Mannion,,charlton-ath,GK,65,63,67,64,64,37,65
10711,Josef Bursik,,portsmouth,GK,65,64,63,64,66,40,63
10712,Owen Bailey,,doncaster,CDM,65,61,46,56,56,61,80
10718,Liam Bennett,,cambridge-utd,RB,65,81,36,56,66,58,63
10721,Oscar Schwartau,,norwich,CAM,65,73,59,60,68,37,63
10729,Marko Maroši,,port-vale,GK,65,64,63,61,65,41,65
10737,Sean Roughan,,huddersfield,CB,65,65,41,59,58,64,72
10738,Jordan Brown,,blackpool,CDM,65,66,43,57,60,62,71
10742,Owen Goodman,,huddersfield,GK,65,64,63,64,66,38,64
10766,Jake Beesley,,burton-albion,ST,65,70,64,49,61,44,69
10784,Carlos Mendes Gomes,,exeter-city,LM,65,82,60,58,67,31,58
10787,Jacob Chapman,,huddersfield,GK,65,64,61,69,66,32,64
10810,Matty Jacob,,reading,LB,65,67,40,58,62,63,65
10812,Alassana Jatta,,notts-county,ST,65,72,62,50,62,36,73
10815,Adrian Segečić,,portsmouth,LM,65,80,67,61,67,34,46
10824,Jordan Hugill,,rotherham-utd,ST,65,59,64,54,62,37,78
10826,Samuel Silvera,,middlesbrough,LM,65,72,59,58,69,36,60
,,,,,,,,,,,
RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
,,,,,,,,,,,
10830,Pierce Charles,,sheffield-wed,GK,65,65,65,65,64,31,64
10854,Victor Adeboyejo,,bolton,ST,65,75,65,51,64,27,70
10871,David McGoldrick,,barnsley,ST,65,55,66,63,67,32,68
10872,Josh Magennis,,exeter-city,ST,65,48,64,55,60,42,82
10876,Terence Vancooten,,burton-albion,CB,65,69,37,51,56,63,75
10879,Kelland Watts,,cambridge-utd,CB,65,60,47,52,57,64,71
10900,Harry Leonard,,peterborough,ST,65,73,66,51,65,36,59
10903,Finley Burns,,reading,CB,65,56,45,56,59,64,70
10915,Kyle Wootton,,stockport,ST,65,68,62,47,63,26,83
10924,Josh Griffiths,,west-brom,GK,65,65,63,62,66,30,63
10925,Jeriel Dorsett,,reading,CB,65,68,32,52,59,62,76
10929,Daniel Jebbison,,preston,ST,65,74,63,49,63,30,70
10944,Ashley Fletcher,,blackpool,ST,65,71,64,50,61,33,69
10945,Mickey Demetriou,,crewe-alexandra,CB,65,50,47,55,56,64,76
10947,Jonny Smith,,gillingham,RM,65,84,58,60,67,37,42
10950,Shayne Lavery,,cambridge-utd,ST,65,77,66,52,67,24,62
10952,Alex Lowry,,wycombe,CAM,65,65,61,65,68,34,55
10953,Michael Craig,,leyton-orient,RB,65,57,38,59,63,63,68
10967,Ryley Towler,,lincoln-city,CB,65,67,36,51,58,64,71
10979,Mathew Stevens,,afc-wimbledon,ST,65,74,64,50,64,23,71
10989,Max Conway,,bolton,LB,65,76,36,56,63,56,59
10992,James Morris,,watford,LB,65,60,36,57,62,65,66
11002,Bradley Fink,,wycombe,ST,65,73,61,44,62,30,75
11009,Miles Leaburn,,charlton-ath,ST,65,68,64,49,61,27,76
11017,Corey Addai,,stockport,GK,65,65,63,65,65,22,64
11022,Joel Bagan,,cardiff-city,LB,65,67,38,56,59,62,62
11034,Dominic Ball,,cambridge-utd,CDM,65,55,43,56,59,64,66
11042,Rayan Kolli,,qpr,ST,65,77,63,58,67,26,52
11050,Taye Ashby-Hammond,,stevenage,GK,65,64,64,62,65,23,64
11060,Dilan Markanday,,chesterfield,RM,65,75,61,58,70,24,53
11071,Andy Cook,,bradford-city,ST,65,52,64,53,59,28,84
11072,Jack Marriott,,reading,ST,65,73,65,51,65,25,61
11129,Dan Sweeney,,stevenage,CB,65,49,42,51,54,64,75
11132,Joseph Olowu,,stockport,CB,65,73,32,42,51,64,73
11169,Jordan Thorniley,,northampton,CB,65,56,34,52,55,65,69
11181,Luca Kjerrumgaard,,watford,ST,65,68,63,49,61,22,67
11184,Richard Taylor,,bolton,CB,65,65,31,46,56,64,67
11200,Tom Lees,,peterborough,CB,65,50,36,49,55,66,71
11222,Charlie Goode,,stevenage,CB,65,53,32,48,54,64,73
11225,Lewis Montsma,,lincoln-city,CB,65,51,34,48,56,64,71
11236,Omar Beckles,,leyton-orient,CB,65,50,32,45,53,64,78
11250,Dan Happe,,leyton-orient,CB,65,54,28,47,47,64,80
11255,Will Aimson,,wigan-athletic,CB,65,53,33,48,50,64,71
11260,Connor Taylor,,wycombe,CB,65,57,29,45,49,65,73
11282,Joe Wright,,bradford-city,CB,65,36,35,50,53,64,76
11283,Mathias Ross,,plymouth-argyle,CB,65,37,32,52,54,66,73
11290,Aden Flint,,walsall,CB,65,35,44,43,49,64,77
11305,Adam Jackson,,lincoln-city,CB,65,49,30,42,50,64,70
11321,Connor Hall,,port-vale,CB,65,47,27,39,43,65,77
11329,Patrick Bauer,,afc-wimbledon,CB,65,32,38,47,40,65,69
11334,Ben Garrity,,port-vale,CM,64,79,60,60,64,62,73
11336,Jayden Fevrier,,stockport,RM,64,91,55,56,65,51,78
11337,Louis Appéré,,cambridge-utd,ST,64,81,62,62,66,46,78
11339,Alistair Smith,,afc-wimbledon,CM,64,77,59,60,64,58,74
11343,Armani Little,,gillingham,CM,64,78,61,62,66,58,64
11347,Matt Palmer,,notts-county,CM,64,75,56,64,66,58,69
11350,Taylor Allen,,wycombe,CB,64,77,53,60,61,62,74
11351,Ted Bishop,,colchester,CDM,64,71,60,65,68,58,64
11354,Josh Neufville,,bradford-city,RB,64,82,57,58,63,55,70
11360,Kian Spence,,rotherham-utd,CM,64,69,59,63,65,59,69
11361,Matt Smith,,newport-county,CM,64,70,56,63,68,59,67
11365,Vincent Harper,,walsall,LB,64,90,45,54,66,55,73
11367,Andy Cannon,,wrexham,CM,64,70,57,62,66,61,66
11371,Will Wright,,swindon-town,CB,64,69,54,60,58,61,80
11373,Isaac Hutchinson,,cheltenham-town,CM,64,72,61,64,66,52,67
11379,Dominic Jefferies,,lincoln-city,LM,64,73,55,60,64,59,70
11382,Neil Farrugia,,barnsley,LB,64,84,54,57,64,55,66
11383,Liam Shaw,,northampton,CM,64,68,56,59,65,60,72
11391,Edward Francis,,exeter-city,CM,64,64,58,62,63,63,69
11393,Shaun Rooney,,fleetwood-town,RB,64,68,52,59,60,59,81
11397,Ellis Iandolo,,colchester,LB,64,69,53,61,60,59,76
11398,Barry Cotter,,notts-county,RB,64,83,52,57,60,57,69
11399,Jordan Gibson,,doncaster,LM,64,83,59,58,64,54,60
11400,Harvey White,,stevenage,CDM,64,65,59,66,65,61,62
11411,Louis Thompson,,stevenage,CDM,64,69,52,61,64,62,68
11413,Bryn Morris,,harrogate-town,CDM,64,67,60,59,61,59,70
11420,Azeem Abdulai,,leyton-orient,LM,64,72,55,60,62,58,69
11425,Mason Bennett,,harrogate-town,ST,64,75,60,61,65,42,72
11433,Alex Bass,,peterborough,GK,64,64,62,63,65,58,62
11446,Ethon Archer,,cheltenham-town,LM,64,85,56,55,65,48,64
11452,Jensen Weir,,wigan-athletic,CM,64,67,63,60,64,58,61
11461,Tyreeq Bakinson,,leyton-orient,CM,64,57,56,59,64,63,73
11475,Luke Garbutt,,salford-city,LB,64,68,53,61,59,61,69
11476,Jake Reeves,,afc-wimbledon,CM,64,69,56,63,65,57,61
11478,Tom Naylor,,chesterfield,CB,64,62,55,60,56,63,75
11480,Tayo Edun,,stockport,LB,64,73,52,58,63,60,65
11482,Matt Butcher,,salford-city,CM,64,53,60,62,61,61,74
11487,Ryan Stirk,,chesterfield,CDM,64,71,50,58,60,60,72
11502,Callum Stead,,barnet,CAM,64,76,62,59,65,40,67
11504,Korey Smith,,cambridge-utd,CM,64,57,55,61,65,63,68
11508,Jamie Sterry,,doncaster,RB,64,71,50,57,61,58,72
11512,Liam Gordon,,port-vale,LB,64,81,47,54,61,56,70
11522,Steve Seddon,,afc-wimbledon,LB,64,72,48,60,62,58,68
11527,Ar'jany Martha,,rotherham-utd,LB,64,82,49,60,67,56,54
11534,Billy Bodin,,swindon-town,RW,64,69,63,63,66,46,60
11535,Liam Mandeville,,chesterfield,RM,64,72,58,63,62,51,61
11538,Anthony Hartigan,,barnet,CM,64,56,57,65,62,58,69
11539,Lasse Sørensen,,huddersfield,RB,64,69,57,59,62,59,61
11542,Ossama Ashley,,salford-city,CDM,64,69,48,55,61,61,73
11552,Dan Butler,,stevenage,LB,64,73,45,56,62,59,71
,,,,,,,,,,,
RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
,,,,,,,,,,,
11568,Olaf Kobacki,,sheffield-wed,LM,64,76,59,60,65,46,60
11575,George Evans,,burton-albion,CDM,64,57,58,60,60,63,67
11581,Josh Flint,,crawley-town,CB,64,75,44,56,60,64,66
11596,Connor Barrett,,walsall,RB,64,80,39,56,62,57,70
11597,Lewis Fiorini,,stockport,CM,64,65,59,60,66,55,59
11598,Zac Ashworth,,blackpool,LB,64,69,52,57,61,60,65
11600,Bobby Clark,,derby-county,CM,64,67,57,64,69,51,56
11604,Jordan Archer,,portsmouth,GK,64,64,63,64,64,43,65
11605,Louis Reed,,mansfield-town,CDM,64,60,54,62,62,59,66
11610,Aidomo Emakhu,,millwall,LM,64,82,60,55,65,38,63
11620,Richard Smallwood,,tranmere-rovers,CM,64,49,56,64,60,60,73
11623,Jack Sparkes,,bristol-rovers,LB,64,70,46,61,62,59,64
11637,Bradley Halliday,,bradford-city,RB,64,77,40,54,60,58,72
11638,Liam Kelly,,mk-dons,CM,64,69,59,64,67,54,48
11642,Ben House,,lincoln-city,ST,64,67,63,48,61,45,77
11644,Udoka Godwin-Malifé,,burton-albion,CB,64,81,32,53,59,61,75
11645,Ben Jackson,,barrow,LB,64,73,44,61,61,57,65
11650,Kelvin Abrefa,,reading,RB,64,77,42,54,64,59,65
11652,Jayden Wareham,,exeter-city,ST,64,71,64,54,61,37,74
11661,Ryan Croasdale,,port-vale,CM,64,60,53,61,65,61,60
11669,Fraser Murray,,wigan-athletic,LM,64,73,58,61,65,52,51
11670,Matthew Smith,,wigan-athletic,CDM,64,62,54,60,65,60,59
11673,James Berry,,chesterfield,LM,64,79,62,56,64,39,60
11674,Ethan Bristow,,tranmere-rovers,LB,64,82,38,55,58,56,71
11684,Matt Macey,,colchester,GK,64,65,64,64,64,39,63
11688,Omari Patrick,,tranmere-rovers,LM,64,83,61,55,63,27,70
11690,Clinton Mola,,bristol-rovers,LB,64,72,42,58,63,61,63
11691,Jay Williams,,crawley-town,CDM,64,65,42,54,57,61,80
11692,Rio Adebisi,,peterborough,LB,64,78,44,53,61,57,66
11698,Lucien Mahovo,,norwich,LB,64,78,42,57,60,59,63
11702,Josh Stokes,,bristol-city,CAM,64,74,62,60,65,41,56
11706,Ben Hinchliffe,,stockport,GK,64,65,60,62,66,40,65
11711,Kelle Roos,,notts-county,GK,64,65,61,62,64,42,64
11715,Jack Diamond,,stockport,RM,64,88,58,55,65,34,58
11728,Marcus Browne,,afc-wimbledon,LM,64,82,60,61,66,28,60
11732,Frazer Blake-Tracy,,mansfield-town,LB,64,69,37,56,58,62,75
11735,Kelvin Ehibhatiomhan,,reading,LW,64,77,64,52,65,30,69
11750,Murphy Cooper,,barnsley,GK,64,65,65,60,64,41,61
11763,Ashley Maynard-Brewer,,charlton-ath,GK,64,66,61,63,66,39,60
11766,Kyle John,,port-vale,LB,64,76,43,54,64,58,60
11779,Lewis Freestone,,stevenage,CB,64,75,33,50,58,62,76
11780,Nathan Bishop,,afc-wimbledon,GK,64,65,62,60,65,39,63
11782,Ruel Sotiriou,,bristol-rovers,ST,64,82,64,56,68,22,62
11790,Vicente Reyes,,peterborough,GK,64,64,62,63,64,38,63
11800,Armando Quitirna,,wycombe,RM,64,72,60,60,68,46,47
11833,Franco Ravizzoli,,blackpool,GK,64,64,64,66,65,27,65
11839,Nils Zätterström,,sheffield-utd,CB,64,74,34,49,55,60,78
11845,Jacob Bedeau,,notts-county,CB,64,74,36,47,55,63,75
11863,Tom Bloxham,,blackpool,RM,64,77,61,54,63,27,67
11868,Mark O'Mahony,,reading,ST,64,74,63,53,62,30,67
11889,Micah Hamilton,,middlesbrough,LM,64,80,62,58,69,29,49
11898,Pierce Sweeney,,exeter-city,CB,64,52,44,58,57,63,73
11900,Glenn Middleton,,doncaster,LM,64,83,57,59,64,27,57
11911,Reuell Walters,,luton-town,RB,64,67,38,53,61,62,66
11919,Baily Cargill,,mansfield-town,CB,64,62,37,52,55,62,78
11921,Taylor Moore,,bristol-rovers,CB,64,59,37,58,58,63,71
11936,David Cornell,,preston,GK,64,65,62,60,66,32,60
11937,Anthony O'Connor,,harrogate-town,CB,64,51,44,52,54,63,81
11938,Dom Dwyer,,mansfield-town,ST,64,62,66,51,63,32,71
11940,Tennai Watson,,barnsley,RB,64,72,39,55,60,59,60
11941,Rarmani Edmonds-Green,,leyton-orient,CB,64,68,31,54,58,62,72
11943,Sam Sherring,,cheltenham-town,CB,64,76,31,48,54,63,73
11972,Mason Burstow,,bolton,ST,64,71,65,51,62,27,68
11980,Zach Hemming,,chesterfield,GK,64,65,62,61,63,28,64
11989,Brad Hills,,stockport,CB,64,67,40,44,54,63,75
12005,Alex Hartridge,,burton-albion,CB,64,69,28,51,55,63,75
12008,Will Goodwin,,colchester,ST,64,70,61,46,62,28,74
12014,Alfie Kilgour,,bristol-rovers,CB,64,60,46,44,52,62,76
12015,Jack Aitchison,,exeter-city,CAM,64,81,60,60,66,26,47
12017,Liam Fraser,,reading,CDM,64,58,38,59,50,61,74
12034,Freddie Ladapo,,huddersfield,ST,64,77,63,47,61,25,66
12036,Jake Young,,stevenage,ST,64,80,62,47,62,25,63
12040,Bailey Cadamarteri,,sheffield-wed,ST,64,76,62,47,62,32,60
12054,Tammer Bany,,west-brom,CAM,64,69,63,56,65,24,60
12057,Will Lankshear,,oxford-united,ST,64,64,63,51,62,27,70
12058,Max Alleyne,,watford,CB,64,74,27,45,59,63,69
12076,Jayden Stockley,,port-vale,ST,64,52,62,49,58,34,81
12080,Shayden Morris,,luton-town,RM,64,90,57,57,65,24,43
12082,Alex Gilbert,,middlesbrough,LM,64,66,61,61,64,27,57
12083,Lasse Nordås,,luton-town,ST,64,76,61,47,61,25,66
12091,Jack Fitzwater,,exeter-city,CB,64,63,37,48,54,64,69
12095,Joe Lewis,,afc-wimbledon,CB,64,61,39,44,51,63,77
12103,Michael Cheek,,bromley-fc,ST,64,59,63,47,58,33,74
12122,Sam Vokes,,gillingham,ST,64,33,64,57,56,42,81
12139,Oscar Wallin,,peterborough,CB,64,67,25,53,56,62,69
12142,Tom Eaves,,northampton,ST,64,48,65,46,59,37,76
12151,Hayden Matthews,,portsmouth,CB,64,70,26,47,52,63,72
12164,Ryan Sweeney,,mansfield-town,CB,64,53,34,49,51,61,81
12178,Sam Stubbs,,shrewsbury,CB,64,63,29,41,53,63,78
12190,Zech Medley,,fleetwood-town,CB,64,63,30,44,51,63,75
12208,Jack Simpson,,leyton-orient,CB,64,50,37,51,55,63,68
12216,James Wilson,,cheltenham-town,CB,64,49,38,49,48,63,76
12218,Ollie Palmer,,swindon-town,ST,64,42,64,53,56,28,80
12220,Tom McIntyre,,bradford-city,CB,64,43,37,54,59,62,68
12230,Ed Turns,,exeter-city,CB,64,58,31,45,52,63,72
12231,Connor O'Riordan,,doncaster,CB,64,55,32,47,49,63,75
12232,Mamadou Doumbia,,watford,ST,64,63,64,48,60,22,63
12258,Jack Shepherd,,barnsley,CB,64,58,33,43,46,63,74
12263,Chey Dunkley,,chesterfield,CB,64,49,36,42,49,63,76
12264,Will Forrester,,bolton,CB,64,55,24,47,56,63,70
RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
,,,,,,,,,,,
12270,Alex Mitchell,,,CB,64,51,35,42,45,63,78
12297,Stephan Negru,,plymouth-argyle,CB,64,56,25,42,48,63,72
12305,Nathan Smith,,bristol-rovers,CB,64,52,31,38,42,62,78
12306,William Boyle,,tranmere-rovers,CB,64,44,29,44,48,62,76
12328,Kyle McFadzean,,shrewsbury,CB,64,31,37,45,44,64,71
12334,Jamie Walker,,chesterfield,CM,63,78,60,63,67,58,69
12336,James Brophy,,grimsby-town,CM,63,85,53,61,65,57,70
12338,Jordan Bowery,,cambridge-utd,CB,63,83,57,52,61,59,77
12344,Ben Fox,,mansfield-town,CDM,63,76,58,58,63,59,72
12347,Cameron McGeehan,,harrogate-town,CAM,63,67,61,59,64,57,75
12350,Ben Thompson,,northampton,CM,63,69,59,61,66,59,68
12351,Jon Mellish,,bromley-fc,CB,63,71,57,58,57,62,77
12352,Jamie Jellis,,mk-dons,CM,63,69,58,60,65,58,72
12358,Aaron Lewis,,walsall,CM,63,65,57,61,66,59,71
12359,Louie Moulden,,mansfield-town,GK,63,61,60,70,65,60,63
12361,Danny Imray,,norwich,RB,63,78,54,58,64,54,70
12362,Andre Garcia,,blackpool,LB,63,85,55,57,67,55,59
12368,Scott High,,reading,CM,63,71,57,63,64,58,65
12369,Robbie Gotts,,barnet,CM,63,76,54,61,65,57,65
12375,Arthur Read,,doncaster,CDM,63,66,58,64,64,56,68
12377,Tyrese Fornah,,colchester,CM,63,62,57,60,65,60,72
12378,Ilmari Niskanen,,northampton,RM,63,74,57,59,65,57,64
12379,Karoy Anderson,,exeter-city,CM,63,71,55,60,64,58,68
12380,Callum Camps,,charlton-ath,CM,63,67,60,62,64,57,65
12385,Regan Hendry,,stockport,CM,63,69,58,64,63,56,64
12389,Nnamdi Ofoborh,,mansfield-town,CDM,63,70,54,56,62,61,71
12395,Conor McGrandles,,barnet,CDM,63,65,55,59,60,58,76
12398,Remeao Hutton,,lincoln-city,RB,63,84,45,58,61,54,71
12408,Stephen McLaughlin,,gillingham,LB,63,74,59,59,61,57,62
12411,Dean Campbell,,mansfield-town,CDM,63,69,53,64,64,57,65
12412,Matty Virtue,,northampton,CM,63,66,57,59,64,61,65
12414,Jack Burroughs,,fleetwood-town,RB,63,72,52,56,62,60,70
12422,Shane McLoughlin,,northampton,RB,63,76,58,58,64,55,60
12423,Jake Doyle-Hayes,,cambridge-utd,CM,63,65,58,63,65,59,61
12427,Charlie Webster,,exeter-city,CM,63,67,56,61,66,59,62
12428,Tayo Adaramola,,burton-albion,LB,63,92,50,52,62,56,59
12435,Josh Benson,,leyton-orient,CM,63,60,57,64,65,60,64
12436,Terry Taylor,,rotherham-utd,CM,63,57,57,64,62,62,68
12441,Danny Rose,,northampton,ST,63,76,61,54,65,45,68
12442,Kyle Knoyle,,grimsby-town,RB,63,82,46,54,62,56,69
12444,Klaidi Lolos,,mansfield-town,CAM,63,69,60,55,65,51,69
12447,Ryan Woods,,peterborough,CM,63,63,49,64,66,62,64
12449,Beryly Lubala,,oldham-athletic,ST,63,82,65,58,65,36,62
12450,Funso Ojo,,stevenage,CM,63,57,57,62,63,60,68
12451,Elias Kachunga,,port-vale,RW,63,71,62,59,64,46,65
12452,Ben Purrington,,cambridge-utd,CB,63,70,48,58,62,61,68
12453,Liam Kinsella,,cambridge-utd,CDM,63,66,52,57,62,58,72
12460,Jasper Pattenden,,cheltenham-town,RB,63,82,49,57,62,58,59
12462,Kamil Conteh,,stevenage,CDM,63,71,46,56,65,57,72
12465,Patrick Brough,,bristol-rovers,LB,63,71,50,54,57,59,75
12466,Brandon Hanlan,,tranmere-rovers,ST,63,84,60,52,64,35,71
12467,George Lloyd,,doncaster,ST,63,80,61,53,65,35,72
12468,Joe White,,shrewsbury,CM,63,65,59,63,63,55,61
12471,Lewis Warrington,,leyton-orient,CDM,63,66,51,60,64,60,65
12475,Macauley Southam-Hales,,walsall,RB,63,88,45,57,64,56,55
12476,Aaron Nemane,,bristol-rovers,RB,63,87,52,55,66,53,52
12480,Louie Watson,,mk-dons,CM,63,66,53,64,66,57,59
12487,John Fleck,,crawley-town,CM,63,52,62,67,64,59,60
12488,Antoni Šarčević,,chesterfield,CAM,63,47,62,64,64,57,70
12489,Max Clark,,bradford-city,LB,63,71,47,57,60,58,71
12492,Jack Armer,,gillingham,CB,63,69,47,55,58,62,73
12494,Elliot Bonds,,burton-albion,CDM,63,65,49,57,59,60,74
12495,Caleb Watts,,fleetwood-town,CAM,63,64,58,60,68,52,62
12500,Sullay Kaikai,,plymouth-argyle,RM,63,81,60,59,64,47,52
12501,Ben Whitfield,,cambridge-utd,RM,63,82,59,58,65,49,50
12503,Jack McMillan,,barrow,RM,63,66,47,59,61,59,71
12505,Nesta Guinness-Walker,,exeter-city,LB,63,82,37,60,64,57,63
12506,Jake Garrett,,northampton,CDM,63,65,53,58,63,59,65
12508,Ellis Taylor,,blackburn-rovers,RM,63,74,59,57,63,45,65
12519,Raphael,,harrogate-town,LM,63,84,55,53,67,37,66
12521,Márk Kosznovszky,,wigan-athletic,CM,63,66,56,63,64,55,58
12531,Jack Lankester,,portsmouth,CAM,63,77,59,60,64,43,58
12535,Ronan Darcy,,crewe-alexandra,CAM,63,71,56,60,66,48,60
12539,Shaqai Forde,,chesterfield,RM,63,80,60,52,66,40,63
12542,Joel Ndala,,bristol-rovers,LW,63,90,56,53,68,30,63
12543,Danny Andrew,,hull-city,LB,63,54,54,62,61,61,68
12547,Keanan Bennetts,,exeter-city,LM,63,72,57,60,68,43,60
12548,Armando Dobra,,notts-county,CAM,63,81,60,59,67,40,53
12550,Chem Campbell,,chesterfield,RW,63,67,62,61,64,45,61
12557,Kadeem Harris,,stevenage,LM,63,83,54,55,67,44,56
12564,Fábio Tavares,,salford-city,ST,63,84,64,58,67,30,56
12565,Nohan Kenneh,,burton-albion,CDM,63,55,55,58,60,60,71
12568,Kane Smith,,tranmere-rovers,RB,63,77,48,53,62,56,63
12576,Elijah Dixon-Bonner,,barnet,CM,63,60,54,60,66,58,60
12578,Owen Dodgson,,qpr,LB,63,68,46,61,59,59,65
12579,Eli King,,stockport,CDM,63,59,53,60,61,59,66
12594,Jordan Thomas,,cardiff-city,RM,63,82,58,56,65,35,60
12601,Luke Young,,cheltenham-town,CDM,63,51,58,62,63,58,64
12615,Ben Killip,,cheltenham-town,GK,63,63,62,60,64,43,63
12616,Gavin Kilkenny,,portsmouth,CM,63,61,53,60,64,59,58
12619,Bobby Kamwa,,swindon-town,LM,63,83,60,54,62,28,68
12621,Erik Ring,,newport-county,LM,63,80,54,56,63,33,69
12623,Baba Adeeko,,lincoln-city,CDM,63,65,47,59,65,58,61
12631,Christy Pym,,wigan-athletic,GK,63,57,63,64,65,43,62
12632,Jack Stevens,,grimsby-town,GK,63,63,62,63,63,41,62
12634,James Gibbons,,reading,RB,63,69,43,56,61,58,67
12635,Ben Woodburn,,cambridge-utd,CAM,63,71,61,61,67,41,53
12639,Ziyad Larkeche,,salford-city,LB,63,79,42,56,63,57,57
12640,Ryan Alebiosu,,qpr,RB,63,67,41,57,62,58,69
12641,Chris Conn-Clarke,,blackburn-rovers,CAM,63,72,63,59,64,40,56
RANK,PLAYER,NAT,peterborough,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
,,,,,,,,,,,
12647,Bradley Ibrahim,,northampton,CDM,63,64,45,59,61,58,67
12653,Lee Burge,,crawley-town,GK,63,62,61,61,64,42,63
12656,Jojo Wollacott,,bromley-fc,GK,63,63,62,61,63,41,63
12661,Idris Odutayo,,salford-city,LB,63,73,43,52,57,58,70
12676,Cole Stockton,,cheltenham-town,ST,63,65,65,52,60,32,77
12681,George Harmon,,portsmouth,LB,63,69,45,60,59,58,60
12684,Thomas Waddingham,,leyton-orient,ST,63,78,61,46,60,37,69
12688,Tommy Simkin,,fleetwood-town,GK,63,63,61,60,63,43,61
12695,James Bolton,,fleetwood-town,CB,63,70,35,53,58,62,72
12697,Toby Mullarkey,,bradford-city,CB,63,68,33,55,58,61,75
12717,Sam Walker,,grimsby-town,GK,63,63,61,59,63,42,61
12725,George McEachran,,colchester,CDM,63,60,48,63,66,58,54
12728,Owura Edwards,,walsall,LM,63,90,55,54,65,40,45
12745,Daniel Kanu,,oxford-united,ST,63,75,62,52,63,31,65
12752,Simon Eastwood,,burton-albion,GK,63,63,63,63,63,32,63
12757,Harry Isted,,blackpool,GK,63,63,62,63,63,35,61
12776,Scott Banks,,lincoln-city,RM,63,76,60,59,63,32,56
12804,George Wickens,,stoke-city,GK,63,63,63,64,64,30,61
12807,Frank Fielding,,grimsby-town,GK,63,61,62,59,65,34,63
12809,Harvey Rodgers,,shrewsbury,CB,63,66,39,51,53,61,74
12815,Luca Hoole,,stevenage,RB,63,72,32,55,59,58,68
12818,Saxon Earley,,millwall,LB,63,77,34,57,64,56,56
12822,Ra'ees Bangura-Williams,,northampton,RM,63,81,57,59,62,31,53
12827,Jordan Willis,,wycombe,CB,63,69,29,51,62,61,71
12832,Ewan Henderson,,lincoln-city,CAM,63,58,57,64,62,47,55
12838,Robert Street,,huddersfield,ST,63,67,61,53,57,31,74
12842,Will Alves,,peterborough,LM,63,65,54,61,67,45,51
12847,James Dornelly,,swindon-town,RB,63,74,36,57,59,57,59
12851,Harry Smith,,luton-town,ST,63,51,64,48,53,41,85
12862,Zack Nelson,,burton-albion,LM,63,69,61,59,64,35,54
12873,Dylan Williams,,cardiff-city,LB,63,67,40,57,60,59,58
12879,Cian Ashford,,hull-city,RM,63,76,61,54,65,26,58
12896,Harry Vaughan,,norwich,LM,63,75,54,59,67,41,44
12917,Jovon Makama,,notts-county,ST,63,70,62,50,59,27,71
12918,Will Jarvis,,blackpool,LW,63,75,62,57,66,24,55
12919,Dale Taylor,,leyton-orient,ST,63,72,63,49,64,32,59
12920,Sonny Perkins,,watford,RM,63,68,62,58,63,31,57
12924,Vivaldo,,exeter-city,ST,63,75,60,46,57,32,69
12929,Johnly Yfeko,,luton-town,CB,63,70,34,50,57,60,68
12930,Joe Johnson,,mk-dons,LB,63,67,36,54,60,60,62
12935,Nathan Thompson,,grimsby-town,CB,63,63,38,51,59,61,66
12936,Cameron McJannet,,afc-wimbledon,CB,63,54,39,53,56,63,73
12939,Danilo Orsi,,colchester,ST,63,72,62,51,62,25,66
12982,Jack Baldwin,,stevenage,CB,63,56,40,51,55,62,70
12985,Gassan Ahadme,,bristol-rovers,ST,63,64,62,50,60,30,68
12987,Joel Senior,,mk-dons,RB,63,70,33,50,59,57,65
13002,Laurence Maguire,,mk-dons,CB,63,61,36,49,55,62,70
13003,Rushian Hepburn-Murphy,,peterborough,ST,63,90,63,49,66,25,40
13006,Nicholas Bilokapić,,fleetwood-town,GK,63,66,60,57,62,23,65
13022,Harrison Neal,,wigan-athletic,CDM,63,43,45,57,56,61,70
13033,James Carragher,,sheffield-wed,RB,63,68,33,48,53,62,67
13034,Charlie McNeill,,stevenage,ST,63,69,64,55,61,22,60
